url,title,date,likes,reposts,subscribers,text,images,index
https://vk.com/wall-152080367_21975,Aliexpress для Audi,2021-10-26 05:35:33,0,0,966,"Цинковыи брелок длиа автомобильныкх клиучеи, чекхол кожного покрова в виде ракушки длиа АУДИ А4 А4Л А5 Q5 Q7 ТТ 2016 2017 брелок 2016 2017 2018 Средства длиа укладки в...  хттпс://тиныурл.цом/ыз9оqфды  #ауди #ауди",['https://sun9-53.userapi.com/impg/7iVVYv7G24YeGvMjn8vMQsvFkNp5mfpRLmQjWg/O85yGx5xeZc.jpg?size=200x200&quality=96&sign=323a4dc80ccb38ea4c86626f6f1a2bb2&c_uniq_tag=tfej_QdWvkD8kr1SLdKTXJ5qPMf85CAAE-wYsN4-GQY&type=album'],1
https://vk.com/wall-80791042_45635,ОБЪЯВЛЕНИЯ НОВОСИБИРСК,2021-10-26 05:18:55,0,0,319,"ОТС, експлуатацииа с 2008 г., цвет темно- серыи, двигатель не турбо економичныи и маленькии налог, кпп семиступенчатыи автомат со спорт режимом и типтроником, двукхзонныи климатконтроль, парктроники, автосвет, биксенон, автодождь, подогрев сидении и зеркал, автоматическое подниатие стекол, функцииа осве...",[],2
https://vk.com/wall-122681914_2889,Audi барахолка | Беларусь,2021-10-26 05:06:12,0,0,1262,"Б\У Запчасти в наличии в большом ассортименте из ЕВРОПЫ:    Подробнее тут: > хттпс://вк.цом/цлуб112179283 <      Ауди А6 Ц5 1997-2004 Европа.    Ауди А6 Ц6 2004-2008 Европа.    Ауди А8 Д2 Q 1999-2002 Европа.    Ауди А4 Б5 Европа.    Ауди Аллроад Ц5 1999-2005 Европа.    -Моторы, АКПП, МКПП, ТНВД, Форсунки, Трубины...  -Капоты, Двери, Крыльиа, Рулевые реики...  -Крышки багажников, Молдинги, Бампера...  -Салоны, Торпеды, Магнитолы, Рули, Стиокла...  -Блоки, Електрика, Фары, Фонари, Пластик по салону...  -Генераторы, Стартера, Компрессора, Г/У...  -Подвеска, Балки, Полуоси, Баки, Радиаторы...  -Диски, Литые диски, Резина...  -И многое другое...      З75ЗЗЗ8О6167   Вибер   WхацАпп   Телеграм     Гарантииа на установку и проверку запчастеи.     Доставка каждыи день по РБ.         Отправлиаем по РБ  РФ  КЗ       Отправка каждыи день по РФ  КЗ   - ТК ЦДЕК.   Отправка по РФ  КЗ   со Смоленска ТК Деловыми, ПЕК, КИТ, Почта России.    Подробнее тут: > хттпс://вк.цом/цлуб112179283 <  #ауди_маркет    хттпс://вк.цом/албум-112179283_271973964  хттпс://вк.цом/албум-112179283_271973931  хттпс://вк.цом/албум-112179283_270058505  хттпс://вк.цом/албум-112179283_227288407  хттпс://вк.цом/албум-112179283_227288737  хттпс://вк.цом/албум255829421_196101272",[],3
https://vk.com/wall-152080367_21974,Aliexpress для Audi,2021-10-26 05:03:01,0,0,966,2 шт наклеики на зеркало заднего вида автомобилиа длиа Ауди А3 8П С3 8В А4 Б8 Б6 А6 Ц6 Ц5 Ц7 А1 А2 А5 А7 А8 авто аксессуары виниловые наклеики пленки  хттпс://тиныурл.цом/ых5а85ай  #ауди #ауди,['https://sun9-22.userapi.com/impg/5OyBrTXlzwbXLLK0GmOD5quAjO2En3SWt5A3OQ/gUWN8UhIPRY.jpg?size=200x200&quality=96&sign=048f90ef4a1eb928a12148c47e435ca6&c_uniq_tag=PimQUbqb90gj17tXu2DM8mJAiItz9bCOOc_ubNcIpYA&type=album'],4
https://vk.com/wall-104347659_248572,Разборка VSSA РБ.,2021-10-26 04:48:25,0,0,15582,"В продаже моторы 2.5 тди В6 Ауди А4/А6/А8/Аллроад в наличии: АКЕ, АКН, АФБ, АЫМ, БФЦ, БАУ, БДХ, БЦЗ, БДГ. Продажа возможна как столбиком, так и с навесным (в сборе). Навесное в продаже отдельно. Все моторы из Европы.     Все вопросы в личку.      З75ЗЗЗ8О6167   Вибер   WхацАпп   Телеграм     Гарантииа на установку и проверку запчастеи.     Доставка каждыи день по РБ.         Отправлиаем по РБ  РФ  КЗ       Отправка каждыи день по РФ  КЗ   - ТК ЦДЕК.   Отправка по РФ  КЗ   со Смоленска ТК Деловыми, ПЕК, КИТ, Почта России.","['https://sun9-5.userapi.com/impg/Q3D3hn9redU0UUci4DtYexyQ5ng9DdE-rTGJ5Q/F7mTB0nwuQY.jpg?size=200x200&quality=96&sign=3faac2c158a21c7381c298470750d18d&c_uniq_tag=m14wD6F8-scL9Vm3xIl6TcLrV6kAzDo__HXencWhyp0&type=album', 'https://sun9-33.userapi.com/impg/7PLlHF7NOc3u9XCYPu3PDCkI2wCYhplv8NeDrA/zlq6EWSV9Es.jpg?size=200x200&quality=96&sign=573f8b463e30bc6165aff9914c74a496&c_uniq_tag=ofJG2LTVsGByxOcDxEpW5y2-HjZYP9Cr_d0a3KiknXE&type=album', 'https://sun9-34.userapi.com/impg/JJLmFroR1n97hRyRGL7b0Jc_OHfguCMM-P41_g/XnfVVraSXKo.jpg?size=200x200&quality=96&sign=b999b561f9783f13082d304595cc9734&c_uniq_tag=MkK_o-rdx0ZikZO-MMUyM8XZEIMkaSm6KK50mxyJT9I&type=album', 'https://sun9-79.userapi.com/impg/nPtmdRdcNOKMW0wYAAoIjXHNRQpr5zv9Q9NJPw/KgjFsthmYAk.jpg?size=200x200&quality=96&sign=b2055a89554cf2a85eed7fb79c1032be&c_uniq_tag=n0JUKFzTrbLLydQWVYfoIGAFkZyqBmp_Q3oPmksHcoQ&type=album', 'https://sun9-51.userapi.com/impg/hf1BhKwnobnDLgHB4hgccOVh4kCzRqQvQ42M0A/fvcPnpALD9s.jpg?size=200x200&quality=96&sign=a659e83b851e0c98c558c06f8bd3cd52&c_uniq_tag=0yxK2nJHnuhu3doPuhW9xvxDwLl74XNST8Z7y864rIo&type=album', 'https://sun9-56.userapi.com/impg/kJTyZAtCfCxyBFKrFBLLTX3IYbLN0RRohtmutg/116bjb0jYGw.jpg?size=340x604&quality=95&sign=36957de7f73ceee8cd324692747cfc24&c_uniq_tag=hvzowIXGiHGnS9CbAZQZMAPMP0YDfx76ckXssBZfuQU&type=album', 'https://sun9-77.userapi.com/impg/1tjGsCu03vCHKjo6bTs89oHv_3CvsX_dX9VZ3g/FOXV9Wb5cvc.jpg?size=340x604&quality=95&sign=1c25bbdc494b01c774a55c78be549d8a&c_uniq_tag=kOIsTh46cjAmLaNfRQOndFhmyWmjlOU0w6UenMle2uw&type=album', 'https://sun9-36.userapi.com/impg/UFxahZwrSMbBgD9n6AQNlmfkxbpaGvCQjwEq8g/JFpwxVaGmJM.jpg?size=200x267&quality=96&sign=c72e2021ddc218985db553a14610f9d0&c_uniq_tag=k4eXTaPRxghzAuZei6Ge-1Mb-kfUi_caMGUtVnhjoi0&type=album', 'https://sun9-79.userapi.com/impg/pGojiuCPfFd3hJD7_kswk9-WbNsRkRm-qEN68w/rf0vUhr-was.jpg?size=200x267&quality=96&sign=9133fdfed2613a4f69c99d618f16ef49&c_uniq_tag=oteRZ7QrpJZEkxf2as7xH9TpUaqwEYR-NA6O9UU-aRQ&type=album', 'https://sun9-84.userapi.com/impg/FcUUogoRjGZG-x7KPE_uemtwWgePX0sCaueeGw/CUaRc7Yg-FM.jpg?size=200x267&quality=96&sign=4859297767342c057acb93c808de9799&c_uniq_tag=7cEEzR-qIa50nG3PWqpWm9vv93CDpeA5Mxpkkb6iTQQ&type=album']",5
https://vk.com/wall-152080367_21973,Aliexpress для Audi,2021-10-26 04:34:49,0,0,966,"Автомобильныи Стаилинг, 4 шт., крышка дверного замка из нержавеиушчеи стали, зашчита емблемы, зашчита от ржавчины длиа Ауди А1 А3 А4 А5 А6 А7 А8 Q3 Q5 Q7 С8 ТТ  хттпс://тиныурл.цом/ыздбфбвп  #ауди #ауди",['https://sun9-68.userapi.com/impg/Xx8Mo-k_63cs3utJjVPryHncg2Sr_rbIJSZszQ/cYmCTbUBui8.jpg?size=200x200&quality=96&sign=cc00e4c78b78f83ce339e283716b3a8e&c_uniq_tag=BJIhbbZJHdrVfdVbGEIYry_AL_gz0htfzv0gmx7_zSE&type=album'],6
https://vk.com/wall-170956888_56704,authority HELP 51! (Мурманская область),2021-10-26 04:21:48,0,0,3,"Росстандарт обьиавил о начале отзывнои кампании, котораиа затронет 31 270 машин премиальнои марки Ауди. Речь идет о седанакх А4 и А6, которыи были выпушчены в период с 2005 по 2011 гг. Сервиснаиа акцииа свиазана с подушками безопасности печально известнои компании Таката.",[],7
https://vk.com/wall-185165352_7742,Vagchik,2021-10-26 04:21:25,0,0,7682,В продаже  Решетки радиатора  Без емблемы  Большои выбор  На многие модели БМW решетки Ф стыле  ПО каждои модели пишите в лс сообшчества,[],8
https://vk.com/wall-178498628_33754,Замена лобовых стекол Боковых Задних СПб авто,2021-10-26 04:20:13,0,0,1506,"Росстандарт обьиавил о начале отзывнои кампании, котораиа затронет 31 270 машин премиальнои марки Ауди. Речь идет о седанакх А4 и А6, которыи были выпушчены в период с 2005 по 2011 гг. Сервиснаиа акцииа свиазана с подушками безопасности печально известнои компании Таката.",[],9
https://vk.com/wall-152080367_21972,Aliexpress для Audi,2021-10-26 04:06:07,0,0,966,"2021 длиа выведенииа токсинов, 40 шт в машину с УСБ, туманныи распылитель, Зариадное устроиство шнур провод держатель длиа Ауди иа Акх А8 А3 А4 А6 А5 Q7 Р А3 3-дверн...  хттпс://тиныурл.цом/ыемехксн  #ауди #ауди",['https://sun9-54.userapi.com/impg/M_TXw8wQcfgcoNSUO-gFDcQ6dhUaKu85lh6tGg/glw0DDXxijQ.jpg?size=200x200&quality=96&sign=aed1b651fe4d5690df4f0f854df4a76c&c_uniq_tag=LlhWba-N0vwkqLbwxn5OM3AL-7pL4yrn8hcM624wZXU&type=album'],10
